order_item_id,order_id,product_id,quantity,unit_price,discount_rate,net_price,tax_amount
179,72,25,1,172.85,0,172.85,32.84
180,72,18,3,124.81,0.05,118.57,22.53
181,72,1,1,29.81,0.1,26.83,5.1
182,73,15,2,153.33,0,153.33,29.13
183,73,8,3,27.12,0,27.12,5.15
184,73,38,3,298.74,0,298.74,56.76
185,74,14,1,63.95,0,63.95,12.15
186,74,49,2,56.04,0.1,50.44,9.58
187,75,31,3,289.26,0.05,274.8,52.21
188,75,7,2,41.99,0,41.99,7.98
189,75,19,1,97.08,0.1,87.37,16.6
190,76,6,3,41.49,0,41.49,7.88
191,76,38,1,298.74,0,298.74,56.76
192,76,41,1,235.54,0.05,223.76,42.51
193,76,36,3,280.29,0,280.29,53.26
194,77,15,3,153.33,0.05,145.66,27.68
195,77,46,1,220.18,0,220.18,41.83
196,77,13,2,274.37,0.05,260.65,49.52
197,78,29,1,146.18,0.15,124.25,23.61
198,78,9,2,354.68,0,354.68,67.39
199,78,42,1,175.78,0.1,158.2,30.06
200,78,4,3,265.52,0.05,252.24,47.93
201,79,9,1,354.68,0,354.68,67.39
202,79,31,2,289.26,0.15,245.87,46.72
203,80,25,2,172.85,0.15,146.92,27.91
204,80,15,3,153.33,0.05,145.66,27.68
205,81,24,1,132.3,0.15,112.46,21.37
206,81,27,2,135.04,0,135.04,25.66
207,82,15,1,153.33,0,153.33,29.13
208,82,26,1,222.88,0,222.88,42.35
209,82,1,2,29.81,0.15,25.34,4.81
210,83,11,3,201.72,0.15,171.46,32.58
211,83,10,1,181.09,0.05,172.04,32.69
212,84,47,1,92.8,0,92.8,17.63
213,84,26,3,222.88,0,222.88,42.35
214,84,48,2,262.16,0,262.16,49.81
215,84,21,2,59.07,0.15,50.21,9.54
216,85,22,3,98.04,0.15,83.33,15.83
217,86,47,3,92.8,0,92.8,17.63
218,87,14,2,63.95,0,63.95,12.15
219,87,47,2,92.8,0,92.8,17.63
220,87,5,1,69.32,0.15,58.92,11.19
221,87,36,1,280.29,0.05,266.28,50.59
222,88,1,1,29.81,0,29.81,5.66
223,89,25,1,172.85,0,172.85,32.84
224,89,26,1,222.88,0.1,200.59,38.11
225,90,41,1,235.54,0,235.54,44.75
226,90,30,1,126.86,0.15,107.83,20.49
227,90,49,1,56.04,0,56.04,10.65
228,91,1,2,29.81,0,29.81,5.66
229,92,49,1,56.04,0,56.04,10.65
230,92,19,2,97.08,0,97.08,18.45
231,92,43,1,36.94,0.05,35.09,6.67
232,93,36,1,280.29,0.05,266.28,50.59
233,93,17,2,10.87,0,10.87,2.07
234,94,50,2,40.62,0.1,36.56,6.95
235,94,4,2,265.52,0,265.52,50.45
236,94,17,3,10.87,0,10.87,2.07
237,95,11,1,201.72,0.15,171.46,32.58
238,95,20,2,50.72,0,50.72,9.64
239,95,38,1,298.74,0,298.74,56.76
240,95,24,2,132.3,0.05,125.69,23.88
241,96,25,1,172.85,0.15,146.92,27.91
242,97,27,1,135.04,0,135.04,25.66
243,97,22,3,98.04,0,98.04,18.63
244,97,10,2,181.09,0,181.09,34.41
245,98,45,1,13.78,0,13.78,2.62
246,98,35,3,215.43,0.05,204.66,38.89
247,98,46,3,220.18,0.05,209.17,39.74
248,99,25,2,172.85,0.15,146.92,27.91
249,99,31,3,289.26,0,289.26,54.96
250,99,11,1,201.72,0,201.72,38.33
251,100,35,2,215.43,0.15,183.12,34.79
252,100,41,1,235.54,0,235.54,44.75
253,101,27,3,135.04,0.05,128.29,24.38
254,101,37,1,216.96,0,216.96,41.22
255,101,46,1,220.18,0.05,209.17,39.74
256,101,49,3,56.04,0,56.04,10.65
257,102,45,2,13.78,0.15,11.71,2.22
258,103,28,3,118.13,0.1,106.32,20.2
259,103,1,2,29.81,0,29.81,5.66
260,103,44,2,24.71,0.1,22.24,4.23
261,104,9,1,354.68,0,354.68,67.39
262,105,16,3,259.09,0,259.09,49.23
263,106,44,3,24.71,0.15,21,3.99
264,106,8,2,27.12,0.1,24.41,4.64
265,107,17,3,10.87,0,10.87,2.07
266,108,13,3,274.37,0,274.37,52.13
267,108,19,3,97.08,0.1,87.37,16.6
268,109,40,2,142.97,0.1,128.67,24.45
269,109,22,3,98.04,0,98.04,18.63
270,110,50,3,40.62,0,40.62,7.72
271,110,11,2,201.72,0,201.72,38.33
272,111,7,3,41.99,0.1,37.79,7.18
273,112,46,1,220.18,0,220.18,41.83
274,112,47,3,92.8,0,92.8,17.63
275,112,14,3,63.95,0,63.95,12.15
276,112,28,2,118.13,0,118.13,22.44
277,113,9,2,354.68,0,354.68,67.39
278,114,12,3,117.6,0.05,111.72,21.23
279,114,23,3,302.23,0.05,287.12,54.55
280,114,5,3,69.32,0,69.32,13.17
281,115,17,3,10.87,0.1,9.78,1.86
282,115,39,1,161.3,0.1,145.17,27.58
283,115,26,3,222.88,0.1,200.59,38.11
284,115,4,2,265.52,0,265.52,50.45
285,116,3,2,256.22,0.1,230.6,43.81
286,116,49,2,56.04,0.05,53.24,10.12
287,116,44,1,24.71,0.05,23.47,4.46
288,116,32,3,336.95,0.1,303.25,57.62
289,117,15,2,153.33,0,153.33,29.13
290,117,17,3,10.87,0,10.87,2.07
291,117,44,1,24.71,0,24.71,4.69
292,117,3,1,256.22,0,256.22,48.68
293,118,44,3,24.71,0.1,22.24,4.23
294,118,1,3,29.81,0.1,26.83,5.1
295,118,3,1,256.22,0,256.22,48.68
296,119,29,2,146.18,0,146.18,27.77
297,119,26,3,222.88,0,222.88,42.35
298,119,4,2,265.52,0,265.52,50.45
299,119,49,3,56.04,0.1,50.44,9.58
300,120,23,1,302.23,0.1,272.01,51.68
301,121,31,1,289.26,0,289.26,54.96
302,121,21,3,59.07,0.15,50.21,9.54
303,121,26,3,222.88,0,222.88,42.35
304,122,47,3,92.8,0.05,88.16,16.75
305,123,1,1,29.81,0.15,25.34,4.81
306,123,19,2,97.08,0,97.08,18.45
307,123,46,1,220.18,0,220.18,41.83
308,124,44,1,24.71,0.1,22.24,4.23
309,124,16,2,259.09,0,259.09,49.23
310,125,38,1,298.74,0.1,268.87,51.09
311,125,39,2,161.3,0,161.3,30.65
312,125,33,2,112.87,0,112.87,21.45
313,125,33,1,112.87,0.05,107.23,20.37
314,126,24,1,132.3,0.1,119.07,22.62
315,126,10,3,181.09,0,181.09,34.41
316,127,34,3,127.87,0.1,115.08,21.87
317,127,49,1,56.04,0,56.04,10.65
318,128,33,3,112.87,0.1,101.58,19.3
319,128,5,3,69.32,0.15,58.92,11.19
320,129,23,2,302.23,0.05,287.12,54.55
321,130,32,1,336.95,0.1,303.25,57.62
322,130,7,1,41.99,0.05,39.89,7.58
323,131,8,3,27.12,0.05,25.76,4.89
324,132,34,2,127.87,0,127.87,24.3
325,132,5,2,69.32,0,69.32,13.17
326,132,33,1,112.87,0.05,107.23,20.37
327,132,5,3,69.32,0.15,58.92,11.19
328,133,26,1,222.88,0.1,200.59,38.11
329,133,33,3,112.87,0,112.87,21.45
330,133,33,3,112.87,0,112.87,21.45
331,133,8,2,27.12,0.05,25.76,4.89
332,134,12,2,117.6,0,117.6,22.34
333,134,1,3,29.81,0.05,28.32,5.38
334,135,26,3,222.88,0,222.88,42.35
335,135,9,2,354.68,0.1,319.21,60.65
336,135,42,3,175.78,0,175.78,33.4
337,136,50,1,40.62,0.1,36.56,6.95
338,137,7,3,41.99,0.1,37.79,7.18
339,137,48,3,262.16,0,262.16,49.81
340,138,22,1,98.04,0.05,93.14,17.7
341,138,11,2,201.72,0.1,181.55,34.49
342,138,33,1,112.87,0,112.87,21.45
343,139,33,2,112.87,0,112.87,21.45
344,140,20,1,50.72,0,50.72,9.64
345,140,42,1,175.78,0.15,149.41,28.39
346,141,25,2,172.85,0.05,164.21,31.2
347,142,20,3,50.72,0,50.72,9.64
348,142,3,2,256.22,0,256.22,48.68
349,143,36,1,280.29,0.1,252.26,47.93
350,143,8,1,27.12,0,27.12,5.15
351,143,17,3,10.87,0.1,9.78,1.86
352,143,31,2,289.26,0,289.26,54.96
353,144,24,3,132.3,0,132.3,25.14
354,144,46,3,220.18,0.1,198.16,37.65
355,144,35,3,215.43,0,215.43,40.93
356,144,37,2,216.96,0.05,206.11,39.16
357,145,34,2,127.87,0,127.87,24.3
358,145,19,2,97.08,0.15,82.52,15.68
359,146,27,3,135.04,0.05,128.29,24.38
360,146,28,1,118.13,0,118.13,22.44
361,146,43,1,36.94,0.15,31.4,5.97
362,146,16,1,259.09,0,259.09,49.23
363,147,27,1,135.04,0.05,128.29,24.38
364,148,45,2,13.78,0.1,12.4,2.36
365,149,33,2,112.87,0,112.87,21.45
366,149,1,3,29.81,0.1,26.83,5.1
367,149,12,3,117.6,0,117.6,22.34
368,150,18,1,124.81,0,124.81,23.71
369,151,8,2,27.12,0,27.12,5.15
370,151,3,2,256.22,0.1,230.6,43.81
371,152,40,2,142.97,0.1,128.67,24.45
372,152,19,3,97.08,0,97.08,18.45
373,152,18,3,124.81,0,124.81,23.71
374,153,39,3,161.3,0.15,137.11,26.05
375,154,7,2,41.99,0,41.99,7.98
376,155,48,1,262.16,0.15,222.84,42.34
377,156,16,1,259.09,0.1,233.18,44.3
378,156,29,3,146.18,0,146.18,27.77
379,157,8,1,27.12,0.05,25.76,4.89
380,158,3,3,256.22,0,256.22,48.68
381,159,22,2,98.04,0.05,93.14,17.7
382,160,41,2,235.54,0,235.54,44.75
383,161,39,3,161.3,0.05,153.24,29.12
384,162,17,2,10.87,0.15,9.24,1.76
385,163,5,3,69.32,0.15,58.92,11.19
386,163,14,2,63.95,0.1,57.56,10.94
387,163,3,1,256.22,0,256.22,48.68
388,164,10,1,181.09,0,181.09,34.41
389,164,25,2,172.85,0.1,155.56,29.56
390,165,22,1,98.04,0.15,83.33,15.83
391,166,49,2,56.04,0.1,50.44,9.58
392,166,9,3,354.68,0.15,301.48,57.28
393,166,2,3,121.9,0.1,109.71,20.84
394,166,32,3,336.95,0,336.95,64.02
395,167,12,1,117.6,0.1,105.84,20.11
396,168,41,3,235.54,0.1,211.99,40.28
397,168,7,1,41.99,0,41.99,7.98
398,168,23,2,302.23,0,302.23,57.42
399,169,25,1,172.85,0,172.85,32.84
400,169,19,2,97.08,0.1,87.37,16.6
401,170,13,1,274.37,0.15,233.21,44.31
402,170,13,3,274.37,0,274.37,52.13
403,170,32,2,336.95,0,336.95,64.02
404,171,33,1,112.87,0,112.87,21.45
405,171,29,3,146.18,0,146.18,27.77
406,171,5,3,69.32,0.05,65.85,12.51
407,172,15,1,153.33,0.15,130.33,24.76
408,172,40,3,142.97,0,142.97,27.16
409,172,3,3,256.22,0,256.22,48.68
410,173,38,1,298.74,0.1,268.87,51.09
411,174,28,3,118.13,0,118.13,22.44
412,174,31,3,289.26,0,289.26,54.96
413,175,43,3,36.94,0.1,33.25,6.32
414,176,16,1,259.09,0.05,246.14,46.77
415,176,36,1,280.29,0,280.29,53.26
416,177,37,2,216.96,0,216.96,41.22
417,178,14,3,63.95,0.05,60.75,11.54
418,178,40,3,142.97,0.15,121.52,23.09
419,178,4,2,265.52,0,265.52,50.45
420,179,31,2,289.26,0.05,274.8,52.21
421,179,9,2,354.68,0.15,301.48,57.28
422,179,13,2,274.37,0.1,246.93,46.92
423,180,27,2,135.04,0.1,121.54,23.09
424,180,6,1,41.49,0.1,37.34,7.09
425,180,26,3,222.88,0,222.88,42.35
426,181,19,2,97.08,0.1,87.37,16.6
427,181,1,2,29.81,0.15,25.34,4.81
428,181,40,3,142.97,0,142.97,27.16
429,181,32,1,336.95,0,336.95,64.02
430,182,8,3,27.12,0,27.12,5.15
431,182,22,2,98.04,0,98.04,18.63
432,182,4,3,265.52,0.15,225.69,42.88
433,183,21,2,59.07,0,59.07,11.22
434,184,28,1,118.13,0,118.13,22.44
435,184,8,3,27.12,0,27.12,5.15
436,184,14,2,63.95,0,63.95,12.15
437,185,25,1,172.85,0,172.85,32.84
438,185,44,2,24.71,0,24.71,4.69
439,186,12,3,117.6,0.05,111.72,21.23
440,186,9,2,354.68,0,354.68,67.39
441,186,36,2,280.29,0.1,252.26,47.93
442,186,41,2,235.54,0.15,200.21,38.04
443,187,18,2,124.81,0,124.81,23.71
444,188,16,1,259.09,0,259.09,49.23
445,188,15,1,153.33,0,153.33,29.13
446,188,48,3,262.16,0,262.16,49.81
447,188,8,2,27.12,0.15,23.05,4.38
448,189,13,2,274.37,0.15,233.21,44.31
449,189,47,1,92.8,0.15,78.88,14.99
450,189,23,1,302.23,0.1,272.01,51.68
451,190,5,1,69.32,0.15,58.92,11.19
452,190,35,3,215.43,0.1,193.89,36.84
453,190,10,1,181.09,0,181.09,34.41
454,190,19,2,97.08,0.15,82.52,15.68
455,191,36,3,280.29,0.15,238.25,45.27
456,191,25,3,172.85,0,172.85,32.84
457,191,44,2,24.71,0.15,21,3.99
458,191,47,1,92.8,0.1,83.52,15.87
459,192,1,3,29.81,0,29.81,5.66
460,193,33,2,112.87,0,112.87,21.45
461,194,41,2,235.54,0.15,200.21,38.04
462,194,35,3,215.43,0,215.43,40.93
463,194,28,3,118.13,0.15,100.41,19.08
464,195,16,3,259.09,0.1,233.18,44.3
465,196,42,1,175.78,0.05,166.99,31.73
466,197,37,3,216.96,0.05,206.11,39.16
467,198,30,3,126.86,0,126.86,24.1
468,198,18,1,124.81,0,124.81,23.71
469,198,44,3,24.71,0.05,23.47,4.46
470,198,27,2,135.04,0,135.04,25.66
471,199,31,1,289.26,0,289.26,54.96
472,200,2,3,121.9,0,121.9,23.16
473,200,33,1,112.87,0,112.87,21.45
474,200,39,3,161.3,0,161.3,30.65
475,200,43,2,36.94,0.1,33.25,6.32
476,201,30,3,126.86,0.1,114.17,21.69
477,201,12,1,117.6,0.05,111.72,21.23
478,201,35,1,215.43,0.05,204.66,38.89
479,202,31,2,289.26,0.15,245.87,46.72
480,202,4,1,265.52,0,265.52,50.45
481,203,37,2,216.96,0.15,184.42,35.04
482,203,22,1,98.04,0.15,83.33,15.83
483,203,17,3,10.87,0,10.87,2.07
484,204,35,3,215.43,0,215.43,40.93
485,205,47,3,92.8,0.1,83.52,15.87
486,205,13,1,274.37,0.15,233.21,44.31
487,205,16,2,259.09,0,259.09,49.23
488,205,18,3,124.81,0.05,118.57,22.53
489,206,19,2,97.08,0.1,87.37,16.6
490,206,43,1,36.94,0,36.94,7.02
491,206,37,3,216.96,0,216.96,41.22
492,206,2,3,121.9,0,121.9,23.16
493,207,44,1,24.71,0.15,21,3.99
494,208,32,2,336.95,0.05,320.1,60.82
495,208,44,3,24.71,0,24.71,4.69
496,208,10,3,181.09,0,181.09,34.41
497,208,50,3,40.62,0,40.62,7.72
498,209,3,2,256.22,0.1,230.6,43.81
499,209,17,2,10.87,0.05,10.33,1.96
500,209,2,2,121.9,0.05,115.81,22
501,209,15,1,153.33,0.05,145.66,27.68
502,210,38,3,298.74,0,298.74,56.76
503,210,26,1,222.88,0.05,211.74,40.23
504,211,31,3,289.26,0,289.26,54.96
505,211,13,2,274.37,0.1,246.93,46.92
506,211,35,2,215.43,0,215.43,40.93
507,212,27,3,135.04,0,135.04,25.66
508,213,45,1,13.78,0.15,11.71,2.22
509,213,35,1,215.43,0.05,204.66,38.89
510,213,28,3,118.13,0.1,106.32,20.2
511,213,39,3,161.3,0,161.3,30.65
512,214,19,3,97.08,0.1,87.37,16.6
513,215,44,1,24.71,0.05,23.47,4.46
514,215,1,3,29.81,0,29.81,5.66
515,215,29,2,146.18,0,146.18,27.77
516,216,15,1,153.33,0,153.33,29.13
517,216,1,1,29.81,0.1,26.83,5.1
518,216,7,2,41.99,0.1,37.79,7.18
519,217,29,3,146.18,0.05,138.87,26.39
520,217,38,3,298.74,0.15,253.93,48.25
521,217,33,3,112.87,0,112.87,21.45
522,218,36,3,280.29,0,280.29,53.26
523,219,27,1,135.04,0.05,128.29,24.38
524,219,47,2,92.8,0.05,88.16,16.75
525,220,23,1,302.23,0.05,287.12,54.55
526,221,15,3,153.33,0.1,138,26.22
527,221,6,1,41.49,0.1,37.34,7.09
528,221,33,2,112.87,0,112.87,21.45
529,221,19,2,97.08,0,97.08,18.45
530,222,49,1,56.04,0,56.04,10.65
531,223,44,2,24.71,0,24.71,4.69
532,223,45,3,13.78,0,13.78,2.62
533,223,30,1,126.86,0,126.86,24.1
534,223,44,3,24.71,0,24.71,4.69
535,224,47,2,92.8,0,92.8,17.63
536,224,38,3,298.74,0.05,283.8,53.92
537,224,3,3,256.22,0.15,217.79,41.38
538,225,7,3,41.99,0.05,39.89,7.58
539,225,36,1,280.29,0.05,266.28,50.59
540,225,29,1,146.18,0.1,131.56,25
541,226,30,2,126.86,0,126.86,24.1
542,226,29,2,146.18,0.1,131.56,25
543,227,30,3,126.86,0,126.86,24.1
544,227,30,3,126.86,0.1,114.17,21.69
545,227,3,1,256.22,0,256.22,48.68
546,228,41,2,235.54,0.1,211.99,40.28
547,229,5,3,69.32,0,69.32,13.17
548,229,29,2,146.18,0.1,131.56,25
549,229,35,3,215.43,0.1,193.89,36.84
550,230,8,1,27.12,0.15,23.05,4.38
551,230,29,2,146.18,0.1,131.56,25
552,230,31,3,289.26,0,289.26,54.96
553,231,41,2,235.54,0,235.54,44.75
554,231,2,3,121.9,0.05,115.81,22
555,232,50,2,40.62,0,40.62,7.72
556,232,20,2,50.72,0,50.72,9.64
557,232,25,1,172.85,0,172.85,32.84
558,233,23,1,302.23,0,302.23,57.42
559,233,48,3,262.16,0,262.16,49.81
560,234,14,1,63.95,0.1,57.56,10.94
561,234,4,3,265.52,0.05,252.24,47.93
562,235,8,2,27.12,0.15,23.05,4.38
563,235,2,2,121.9,0.05,115.81,22
564,236,42,2,175.78,0,175.78,33.4
565,237,20,3,50.72,0.15,43.11,8.19
566,237,10,2,181.09,0.1,162.98,30.97
567,237,29,1,146.18,0.1,131.56,25
568,237,41,3,235.54,0.15,200.21,38.04
569,238,44,1,24.71,0.1,22.24,4.23
570,238,18,1,124.81,0.1,112.33,21.34
571,238,42,2,175.78,0,175.78,33.4
572,239,24,2,132.3,0,132.3,25.14
573,239,47,3,92.8,0.05,88.16,16.75
574,240,17,2,10.87,0,10.87,2.07
575,240,1,1,29.81,0.15,25.34,4.81
576,240,50,1,40.62,0,40.62,7.72
577,241,8,3,27.12,0.15,23.05,4.38
578,242,19,1,97.08,0,97.08,18.45
579,243,12,3,117.6,0.15,99.96,18.99
580,243,13,1,274.37,0,274.37,52.13
581,243,28,2,118.13,0.05,112.22,21.32
582,243,1,3,29.81,0.05,28.32,5.38
583,244,4,1,265.52,0,265.52,50.45
584,244,47,3,92.8,0,92.8,17.63
585,244,21,1,59.07,0.05,56.12,10.66
586,244,37,2,216.96,0,216.96,41.22
587,245,34,2,127.87,0.1,115.08,21.87
588,245,33,3,112.87,0,112.87,21.45
589,245,26,2,222.88,0,222.88,42.35
590,246,15,3,153.33,0,153.33,29.13
591,246,10,1,181.09,0,181.09,34.41
592,247,17,1,10.87,0.05,10.33,1.96
593,247,9,3,354.68,0,354.68,67.39
594,247,50,3,40.62,0.15,34.53,6.56
595,248,16,2,259.09,0.15,220.23,41.84
596,248,4,1,265.52,0.05,252.24,47.93
597,249,29,2,146.18,0,146.18,27.77
598,249,6,1,41.49,0,41.49,7.88
599,250,10,2,181.09,0.05,172.04,32.69
600,250,1,2,29.81,0,29.81,5.66
601,250,43,3,36.94,0.05,35.09,6.67
602,250,26,3,222.88,0,222.88,42.35
603,251,36,1,280.29,0,280.29,53.26
604,251,2,2,121.9,0,121.9,23.16
605,251,26,2,222.88,0,222.88,42.35
606,252,17,2,10.87,0.05,10.33,1.96
